playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
hillaa01,1982,3,21,USA,CA,Visalia,NA,NA,NA,NA,NA,NA,Aaron,Hill,Aaron Walter,200,71,R,R,2005-05-20,2017-06-23,hilla001,hillaa01,NA,1982-03-21
hillbo01,1978,4,3,USA,CA,San Jose,NA,NA,NA,NA,NA,NA,Bobby,Hill,William Robert,175,70,B,R,2002-05-10,2005-07-20,hillb001,hillbo01,NA,1978-04-03
hillesh02,1975,7,27,USA,AZ,Mesa,NA,NA,NA,NA,NA,NA,Shea,Hillenbrand,Shea Matthew,200,73,R,R,2001-04-02,2007-09-20,hills002,hillesh02,NA,1975-07-27
hillgl01,1965,3,22,USA,CA,Santa Cruz,NA,NA,NA,NA,NA,NA,Glenallen,Hill,Glenallen,210,75,R,R,1989-07-31,2001-05-31,hillg001,hillgl01,NA,1965-03-22
hillje02,1977,8,8,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Jeremy,Hill,Jeremy Dee,200,71,R,R,2002-09-07,2003-04-29,hillj001,hillje02,NA,1977-08-08
hillke01,1965,12,14,USA,MA,Lynn,NA,NA,NA,NA,NA,NA,Ken,Hill,Kenneth Wade,200,76,R,R,1988-09-03,2001-04-18,hillk001,hillke01,NA,1965-12-14
hillko01,1979,3,9,USA,OK,Tulsa,NA,NA,NA,NA,NA,NA,Koyie,Hill,Koyie Dolan,205,73,B,R,2003-09-05,2014-07-20,hillk002,hillko01,NA,1979-03-09
hillri01,1980,3,11,USA,MA,Boston,NA,NA,NA,NA,NA,NA,Rich,Hill,Richard Joseph,220,77,L,L,2005-06-15,2018-09-30,hillr001,hillri01,NA,1980-03-11
hillsh01,1981,4,28,CAN,ON,Mississauga,NA,NA,NA,NA,NA,NA,Shawn,Hill,Shawn Richard,180,74,R,R,2004-06-29,2012-09-29,hills003,hillsh01,NA,1981-04-28
hillst01,1985,3,14,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Steven,Hill,Steven Douglas,200,71,R,R,2010-08-15,2012-09-16,hills004,hillst01,NA,1985-03-14
hillta01,1989,3,12,USA,TN,Nashville,NA,NA,NA,NA,NA,NA,Taylor,Hill,David Taylor,230,75,R,R,2014-06-25,2015-06-15,hillt001,hillta01,NA,1989-03-12
hillti01,1990,2,10,USA,CA,Sylmar,NA,NA,NA,NA,NA,NA,Tim,Hill,Timothy,200,74,R,L,2018-03-29,2018-09-29,hillt002,hillti01,NA,1990-02-10
hinchaj01,1974,5,15,USA,IA,Waverly,NA,NA,NA,NA,NA,NA,A. J.,Hinch,Andrew Jay,195,73,R,R,1998-04-01,2004-09-24,hinca001,hincha.01,NA,1974-05-15
hinchbr01,1974,7,21,USA,MI,Detroit,NA,NA,NA,NA,NA,NA,Brett,Hinchliffe,Brett,190,77,R,R,1999-04-05,2001-04-26,hincb001,hinchbr01,NA,1974-07-21
hinckmi01,1982,10,5,USA,OK,Oklahoma City,NA,NA,NA,NA,NA,NA,Mike,Hinckley,Michael David,195,75,R,L,2008-09-02,2009-05-06,hincm001,hinckmi01,NA,1982-10-05
hinojda01,1986,2,10,Cuba,NA,Isla de la Juventud,NA,NA,NA,NA,NA,NA,Dalier,Hinojosa,Dalier,230,73,R,R,2015-05-03,2016-04-28,hinod001,hinojda01,NA,1986-02-10
hinshal01,1982,10,31,USA,CA,Pomona,NA,NA,NA,NA,NA,NA,Alex,Hinshaw,Alexander Omar,175,74,L,L,2008-05-15,2012-08-27,hinsa001,hinshal01,NA,1982-10-31
hinsker01,1977,8,5,USA,WI,Menasha,NA,NA,NA,NA,NA,NA,Eric,Hinske,Eric Scott,235,74,L,R,2002-04-01,2013-06-27,hinse001,hinsker01,NA,1977-08-05
hiranyo01,1984,3,8,Japan,Kyoto,Uji,NA,NA,NA,NA,NA,NA,Yoshihisa,Hirano,Yoshihisa,185,73,R,R,2018-03-29,2018-09-29,hiray001,hiranyo01,NA,1984-03-08
hirshja01,1982,2,20,USA,CA,Santa Monica,NA,NA,NA,NA,NA,NA,Jason,Hirsh,Jason Michael,250,80,R,R,2006-08-12,2008-09-26,hirsj001,hirshja01,NA,1982-02-20
hitchst01,1971,4,29,USA,NC,Fayetteville,NA,NA,NA,NA,NA,NA,Sterling,Hitchcock,Sterling Alex,200,73,L,L,1992-09-11,2004-08-22,hitcs001,hitchst01,NA,1971-04-29
hochelu01,1983,9,15,USA,CO,Denver,NA,NA,NA,NA,NA,NA,Luke,Hochevar,Luke Anthony,225,77,R,R,2007-09-08,2016-07-24,hochl001,hochelu01,NA,1983-09-15
hockide01,1970,4,2,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Denny,Hocking,Dennis Lee,180,70,B,R,1993-09-10,2005-09-28,hockd001,hockide01,NA,1970-04-02
hodgeke01,1973,6,24,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Kevin,Hodges,Kevin Jon,200,76,R,R,2000-04-24,2000-09-30,hodgk001,hodgeke01,NA,1973-06-24
hodgetr01,1978,6,29,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Trey,Hodges,Trey Alan,187,75,R,R,2002-09-10,2003-09-27,hodgt001,hodgetr01,NA,1978-06-29
hoeslj01,1990,3,5,USA,DC,Washington,NA,NA,NA,NA,NA,NA,L. J.,Hoes,Jerome O'Bryan,200,72,R,R,2012-09-25,2015-07-23,hoesl001,hoeslj01,NA,1990-03-05
hoeyja02,1982,12,30,USA,NJ,Trenton,NA,NA,NA,NA,NA,NA,Jim,Hoey,James Urban,205,78,R,R,2006-08-23,2011-09-26,hoeyj001,hoeyja02,NA,1982-12-30
hoffmja01,1984,8,20,USA,MN,New Ulm,NA,NA,NA,NA,NA,NA,Jamie,Hoffmann,Jamie Richard,235,75,R,R,2009-05-22,2011-04-14,hoffj001,hoffmja01,NA,1984-08-20
hoffmje02,1993,1,8,USA,NY,Latham,NA,NA,NA,NA,NA,NA,Jeff,Hoffman,Jeffrey Robert,225,77,R,R,2016-08-20,2018-07-13,hoffj003,hoffmje02,NA,1993-01-08
hoffmtr01,1967,10,13,USA,CA,Bellflower,NA,NA,NA,NA,NA,NA,Trevor,Hoffman,Trevor William,200,73,R,R,1993-04-06,2010-09-29,hofft001,hoffmtr01,NA,1967-10-13
hoffpja01,1983,6,18,USA,MS,Natchez,NA,NA,NA,NA,NA,NA,Jarrett,Hoffpauir,Jarrett Lee,190,69,R,R,2009-07-03,2010-10-03,hoffj002,hoffpja01,NA,1983-06-18
hoffpmi01,1980,3,1,USA,TX,Fort Worth,NA,NA,NA,NA,NA,NA,Micah,Hoffpauir,James Micah,215,75,L,L,2008-05-18,2010-10-02,hoffm001,hoffpmi01,NA,1980-03-01
holadbr01,1987,11,19,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Bryan,Holaday,John Bryan,205,72,R,R,2012-06-06,2018-09-29,holab001,holadbr01,NA,1987-11-19
holbeaa01,1973,1,9,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Aaron,Holbert,Aaron Keith,160,72,R,R,1996-04-14,2005-10-02,holba001,holbeaa01,NA,1973-01-09
holbera01,1970,9,25,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Ray,Holbert,Ray Arthur,170,72,R,R,1994-05-02,2000-06-18,holbr001,holbera01,NA,1970-09-25
holdejo02,1993,6,9,USA,MS,Gulfport,NA,NA,NA,NA,NA,NA,Jonathan,Holder,Jonathan Blake,235,74,R,R,2016-09-02,2018-09-29,holdj002,holdejo02,NA,1993-06-09
holdzjo01,1987,10,19,USA,CA,Pasadena,NA,NA,NA,NA,NA,NA,John,Holdzkom,John Stephen,245,81,R,R,2014-09-02,2014-09-27,holdj001,holdzjo01,NA,1987-10-19
hollade01,1986,10,9,USA,OH,Newark,NA,NA,NA,NA,NA,NA,Derek,Holland,Derek Lane,213,74,B,L,2009-04-22,2018-09-30,holld003,hollade01,NA,1986-10-09
hollagr01,1985,11,20,USA,NC,Marion,NA,NA,NA,NA,NA,NA,Greg,Holland,Gregory Scott,205,70,R,R,2010-08-02,2018-09-29,hollg001,hollagr01,NA,1985-11-20
hollama01,1988,8,26,USA,CA,Oakland,NA,NA,NA,NA,NA,NA,Mario,Hollands,Mario Eduardo Lemus,230,77,L,L,2014-04-01,2014-09-03,hollm003,hollama01,NA,1988-08-26
hollato01,1973,4,20,USA,OH,Dayton,NA,NA,NA,NA,NA,NA,Todd,Hollandsworth,Todd Mathew,193,74,L,L,1995-04-25,2006-09-30,hollt001,hollato01,NA,1973-04-20
hollida01,1966,5,25,USA,NY,Buffalo,NA,NA,NA,NA,NA,NA,Dave,Hollins,David Michael,195,73,B,R,1990-04-12,2002-09-25,holld001,hollida01,NA,1966-05-25
hollida02,1974,6,12,USA,CA,Fairfield,NA,NA,NA,NA,NA,NA,Damon,Hollins,Damon Jamall,180,71,R,L,1998-04-24,2006-10-01,holld002,hollida02,NA,1974-06-12
hollima01,1980,1,15,USA,OK,Stillwater,NA,NA,NA,NA,NA,NA,Matt,Holliday,Matthew Thomas,240,76,R,R,2004-04-16,2018-10-01,hollm001,hollima01,NA,1980-01-15
hollimi01,1982,6,14,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Michael,Hollimon,Michael Travis,195,73,B,R,2008-06-09,2008-07-06,hollm002,hollimi01,NA,1982-06-14
holmbda01,1991,7,19,USA,TX,Houston,NA,NA,NA,NA,NA,NA,David,Holmberg,David A.,245,75,R,L,2013-08-27,2017-09-29,holmd002,holmbda01,NA,1991-07-19
holmecl01,1993,3,27,USA,AL,Dothan,NA,NA,NA,NA,NA,NA,Clay,Holmes,Clayton Walter,225,77,R,R,2018-04-06,2018-09-30,holmc001,holmecl01,NA,1993-03-27
holmeda01,1966,4,25,USA,NC,Asheville,NA,NA,NA,NA,NA,NA,Darren,Holmes,Darren Lee,199,72,R,R,1990-09-01,2003-09-27,holmd001,holmeda01,NA,1966-04-25
holmst01,1979,10,21,USA,CA,Sacramento,NA,NA,NA,NA,NA,NA,Steve,Holm,Stephen Robert,205,72,R,R,2008-04-04,2011-04-30,holms002,holmst01,NA,1979-10-21
holtbr01,1988,6,11,USA,TX,Fort Worth,NA,NA,NA,NA,NA,NA,Brock,Holt,Brock Wyatt,180,68,L,R,2012-09-01,2018-09-30,holtb002,holtbr01,NA,1988-06-11
holtch01,1971,9,18,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Chris,Holt,Christopher Michael,205,76,R,R,1996-09-01,2001-10-02,holtc001,holtch01,NA,1971-09-18
holtty01,1989,3,10,USA,IN,Marion,NA,NA,NA,NA,NA,NA,Tyler,Holt,Tyler Andrew,190,70,R,R,2014-07-06,2016-10-02,holtt001,holtty01,NA,1989-03-10
holtzmi01,1972,10,10,USA,VA,Arlington,NA,NA,NA,NA,NA,NA,Mike,Holtz,Michael James,172,69,L,L,1996-07-11,2006-05-16,holtm001,holtzmi01,NA,1972-10-10
holzema01,1969,8,20,USA,CO,Littleton,NA,NA,NA,NA,NA,NA,Mark,Holzemer,Mark Harold,165,72,L,L,1993-08-21,2000-08-13,holzm001,holzema01,NA,1969-08-20
hoodde01,1990,4,3,USA,AL,Mobile,NA,NA,NA,NA,NA,NA,Destin,Hood,Destin Dwane,205,74,R,R,2016-09-02,2016-10-02,hoodd001,hoodde01,NA,1990-04-03
hoopeke01,1976,12,7,USA,KS,Lawrence,NA,NA,NA,NA,NA,NA,Kevin,Hooper,Kevin James,160,70,R,R,2005-07-09,2006-09-24,hoopk001,hoopeke01,NA,1976-12-07
hoovejj01,1987,8,13,USA,PA,Pittsburgh,NA,NA,NA,NA,NA,NA,J. J.,Hoover,James Allen,240,75,R,R,2012-04-25,2018-04-10,hoovj002,hoovejj01,NA,1987-08-13
hoovepa01,1976,4,14,USA,OH,Columbus,NA,NA,NA,NA,NA,NA,Paul,Hoover,Paul Chester,210,73,R,R,2001-09-08,2010-09-29,hoovp001,hoovepa01,NA,1976-04-14
hoppeno01,1979,3,24,USA,NC,Shelby,NA,NA,NA,NA,NA,NA,Norris,Hopper,Norris Stephen,205,71,R,R,2006-08-20,2008-07-01,hoppn001,hoppeno01,NA,1979-03-24
horgajo01,1977,6,7,USA,CA,Sacramento,NA,NA,NA,NA,NA,NA,Joe,Horgan,Joseph Paul,200,73,L,L,2004-06-12,2005-04-23,horgj001,horgajo01,NA,1977-06-07
horstje01,1985,10,1,USA,WY,Cheyenne,NA,NA,NA,NA,NA,NA,Jeremy,Horst,Jeremy Michael,235,75,L,L,2011-05-28,2013-06-15,horsj001,horstje01,NA,1985-10-01
horwibr01,1982,11,7,USA,CA,Santa Monica,NA,NA,NA,NA,NA,NA,Brian,Horwitz,Brian Jeffery,185,73,R,R,2008-05-30,2008-06-30,horwb001,horwibr01,NA,1982-11-07
hoskirh01,1993,3,17,USA,CA,Sacramento,NA,NA,NA,NA,NA,NA,Rhys,Hoskins,Rhys Dean,225,76,R,R,2017-08-10,2018-09-30,hoskr001,hoskirh01,NA,1993-03-17
hosmeer01,1989,10,24,USA,FL,South Miami,NA,NA,NA,NA,NA,NA,Eric,Hosmer,Eric John,225,76,L,L,2011-05-06,2018-09-30,hosme001,hosmeer01,NA,1989-10-24
hottoto01,1981,7,9,USA,MO,Kansas City,NA,NA,NA,NA,NA,NA,Tommy,Hottovy,Thomas Lee,205,73,L,L,2011-06-03,2012-10-01,hottt001,hottoto01,NA,1981-07-09
houltdj01,1979,8,12,USA,CA,Fullerton,NA,NA,NA,NA,NA,NA,D. J.,Houlton,Dennis Sean,235,76,R,R,2005-04-09,2007-09-30,hould001,houltdj01,NA,1979-08-12
housead01,1993,2,2,USA,OK,Tahlequah,NA,NA,NA,NA,NA,NA,Adrian,Houser,Adrian David,235,76,R,R,2015-09-26,2018-08-10,housa001,housead01,NA,1993-02-02
housecr01,1977,7,8,Japan,Okinawa,Naha AFB,NA,NA,NA,NA,NA,NA,Craig,House,Craig Michael,210,74,R,R,2000-08-06,2000-09-28,housc001,housecr01,NA,1977-07-08
houseja01,1984,12,15,USA,FL,Sarasota,NA,NA,NA,NA,NA,NA,James,Houser,James Robert,205,76,L,L,2010-06-24,2010-06-24,housj002,houseja01,NA,1984-12-15
housejr01,1979,11,11,USA,WV,Charleston,NA,NA,NA,NA,NA,NA,J. R.,House,James Rodger,215,72,R,R,2003-09-27,2008-08-19,housj001,housejr01,NA,1979-11-11
housetj01,1989,9,29,USA,LA,Slidell,NA,NA,NA,NA,NA,NA,T. J.,House,Glenn Anthony,205,73,R,L,2014-05-17,2017-08-25,houst002,housetj01,NA,1989-09-29
houstty01,1971,1,17,USA,NV,Las Vegas,NA,NA,NA,NA,NA,NA,Tyler,Houston,Tyler Sam,210,74,L,R,1996-04-03,2003-08-29,houst001,houstty01,NA,1971-01-17
howarbe01,1979,1,15,USA,IL,Danville,NA,NA,NA,NA,NA,NA,Ben,Howard,Benjamin Richard,190,74,R,R,2002-04-28,2004-10-01,howab001,howarbe01,NA,1979-01-15
howarry01,1979,11,19,USA,MO,St. Louis,NA,NA,NA,NA,NA,NA,Ryan,Howard,Ryan James,250,76,L,L,2004-09-01,2016-10-02,howar001,howarry01,NA,1979-11-19
howarsa01,1993,3,5,USA,GA,Marietta,NA,NA,NA,NA,NA,NA,Sam,Howard,Sam James,170,75,R,L,2018-06-10,2018-09-29,howas002,howarsa01,NA,1993-03-05
howarth01,1964,12,11,USA,OH,Middletown,NA,NA,NA,NA,NA,NA,Thomas,Howard,Thomas Sylvester,200,74,B,R,1990-07-03,2000-10-01,howat001,howarth01,NA,1964-12-11
howeljp01,1983,4,25,USA,CA,Modesto,NA,NA,NA,NA,NA,NA,J. P.,Howell,James Phillip,180,72,L,L,2005-06-11,2017-08-13,howej003,howeljp01,NA,1983-04-25
howrybo01,1973,8,4,USA,AZ,Phoenix,NA,NA,NA,NA,NA,NA,Bob,Howry,Bobby Dean,215,77,L,R,1998-06-21,2010-07-28,howrb001,howrybo01,NA,1973-08-04
hoyinja01,1989,5,18,USA,OH,Fort Loramie,NA,NA,NA,NA,NA,NA,Jared,Hoying,Jared William,205,75,L,R,2016-05-23,2017-10-01,hoyij001,hoyinja01,NA,1989-05-18
hoytja01,1986,9,30,USA,ID,Boise,NA,NA,NA,NA,NA,NA,James,Hoyt,James Allen,230,78,R,R,2016-08-03,2018-04-11,hoytj001,hoytja01,NA,1986-09-30
hubbami01,1971,2,16,USA,VA,Lynchburg,NA,NA,NA,NA,NA,NA,Mike,Hubbard,Michael Wayne,180,73,R,R,1995-07-13,2001-06-13,hubbm001,hubbami01,NA,1971-02-16
hubbatr01,1964,5,11,USA,IL,Chicago,NA,NA,NA,NA,NA,NA,Trent,Hubbard,Trenidad Aviel,180,68,R,R,1994-07-07,2003-07-27,hubbt001,hubbatr01,NA,1964-05-11
huberjo01,1981,7,7,USA,CA,Sacramento,NA,NA,NA,NA,NA,NA,Jon,Huber,Jonathan Lloyd,200,73,R,R,2006-08-30,2007-09-25,hubej002,huberjo01,NA,1981-07-07
huberju01,1982,7,1,Australia,Victoria,Melbourne,NA,NA,NA,NA,NA,NA,Justin,Huber,Justin Patrick,200,74,R,R,2005-06-21,2009-09-11,hubej001,huberju01,NA,1982-07-01
huch01,1984,2,2,Taiwan,NA,Tainan City,NA,NA,NA,NA,NA,NA,Chin-lung,Hu,Chin-lung,190,71,R,R,2007-09-01,2011-05-16,hu--c001,huch01,NA,1984-02-02
huch02,1993,11,4,Taiwan,NA,Taichung,NA,NA,NA,NA,NA,NA,Chih-Wei,Hu,Chih-Wei,230,73,R,R,2017-04-24,2018-09-27,hu--c002,huch02,NA,1993-11-04
huckake01,1971,1,27,USA,CA,San Leandro,NA,NA,NA,NA,NA,NA,Ken,Huckaby,Kenneth Paul,205,73,R,R,2001-10-06,2006-09-27,huckk001,huckake01,NA,1971-01-27
hudsoda01,1987,3,9,USA,VA,Lynchburg,NA,NA,NA,NA,NA,NA,Daniel,Hudson,Daniel Claiborne,225,75,R,R,2009-09-04,2018-08-21,hudsd001,hudsoda01,NA,1987-03-09
hudsoda02,1994,9,15,USA,TN,Chattanooga,NA,NA,NA,NA,NA,NA,Dakota,Hudson,Dakota Ryan,215,77,R,R,2018-07-28,2018-09-30,hudsd002,hudsoda02,NA,1994-09-15
hudsojo03,1991,5,21,USA,FL,Tampa,NA,NA,NA,NA,NA,NA,Joe,Hudson,Joseph Thaddeus,206,73,R,R,2018-09-08,2018-09-30,hudsj002,hudsojo03,NA,1991-05-21
hudsoky01,1987,1,7,USA,IL,Mattoon,NA,NA,NA,NA,NA,NA,Kyle,Hudson,Kyle Jordan,175,71,L,L,2011-09-04,2011-09-28,hudsk001,hudsoky01,NA,1987-01-07
hudsolu01,1977,5,2,USA,CA,Fountain Valley,NA,NA,NA,NA,NA,NA,Luke,Hudson,Luke Stephen,195,75,R,R,2002-07-01,2007-05-10,hudsl001,hudsolu01,NA,1977-05-02
hudsoor01,1977,12,12,USA,SC,Darlington,NA,NA,NA,NA,NA,NA,Orlando,Hudson,Orlando Thill,190,72,B,R,2002-07-24,2012-10-03,hudso001,hudsoor01,NA,1977-12-12
hudsoti01,1975,7,14,USA,GA,Columbus,NA,NA,NA,NA,NA,NA,Tim,Hudson,Timothy Adam,175,73,R,R,1999-06-08,2015-10-01,hudst001,hudsoti01,NA,1975-07-14
huffau01,1976,12,20,USA,OH,Marion,NA,NA,NA,NA,NA,NA,Aubrey,Huff,Aubrey Lewis,225,76,L,R,2000-08-02,2012-10-03,huffa001,huffau01,NA,1976-12-20
huffda01,1984,8,22,USA,CA,Huntington Beach,NA,NA,NA,NA,NA,NA,David,Huff,David Gregory,210,73,B,L,2009-05-17,2016-06-12,huffd001,huffda01,NA,1984-08-22
huffmch01,1985,4,29,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Chad,Huffman,Chad Daniel,215,73,R,R,2010-06-13,2017-06-24,huffc001,huffmch01,NA,1985-04-29
hughedu01,1982,6,29,USA,MS,Tupelo,NA,NA,NA,NA,NA,NA,Dusty,Hughes,Dustin Robert,190,70,L,L,2009-09-06,2011-05-27,hughd001,hughedu01,NA,1982-06-29
hugheja02,1985,7,4,USA,CT,Stamford,NA,NA,NA,NA,NA,NA,Jared,Hughes,William Jared,240,79,R,R,2011-09-07,2018-09-30,hughj001,hugheja02,NA,1985-07-04
hughelu01,1984,8,2,Australia,Western Australia,Perth,NA,NA,NA,NA,NA,NA,Luke,Hughes,Luke Trevor,205,71,R,R,2010-04-28,2012-04-29,hughl001,hughelu01,NA,1984-08-02
hugheph01,1986,6,24,USA,CA,Mission Viejo,NA,NA,NA,NA,NA,NA,Phil,Hughes,Philip Joseph,240,77,R,R,2007-04-26,2018-08-08,hughp001,hugheph01,NA,1986-06-24
hugherh01,1983,9,9,USA,MS,Picayune,NA,NA,NA,NA,NA,NA,Rhyne,Hughes,John Rhyne,215,74,L,L,2010-04-24,2010-05-14,hughr001,hugherh01,NA,1983-09-09
hughetr01,1978,5,25,USA,KS,Newton,NA,NA,NA,NA,NA,NA,Travis,Hughes,Travis Wade,235,77,R,R,2004-09-26,2006-08-20,hught001,hughetr01,NA,1978-05-25
huismju01,1979,4,16,USA,IL,Harvey,NA,NA,NA,NA,NA,NA,Justin,Huisman,Justin Ray,195,73,R,R,2004-04-25,2004-07-19,huisj001,huismju01,NA,1979-04-16
hulettu01,1983,2,28,USA,IL,Springfield,NA,NA,NA,NA,NA,NA,Tug,Hulett,Timothy Craig,185,70,L,R,2008-07-12,2009-10-04,hulet002,hulettu01,NA,1983-02-28
huller01,1979,12,3,USA,WA,Yakima,NA,NA,NA,NA,NA,NA,Eric,Hull,Eric Eugene,185,71,R,R,2007-07-24,2007-09-16,hulle001,huller01,NA,1979-12-03
humbeph01,1982,12,21,USA,TX,Nacogdoches,NA,NA,NA,NA,NA,NA,Philip,Humber,Philip Gregory,215,75,R,R,2006-09-24,2013-09-22,humbp001,humbeph01,NA,1982-12-21
hummeti01,1978,11,18,USA,NY,Goshen,NA,NA,NA,NA,NA,NA,Tim,Hummel,Timothy Robert,190,74,R,R,2003-08-26,2004-08-13,hummt001,hummeti01,NA,1978-11-18
hundlni01,1983,9,8,USA,OR,Corvallis,NA,NA,NA,NA,NA,NA,Nick,Hundley,Nicholas John,203,72,R,R,2008-07-04,2018-09-30,hundn001,hundlni01,NA,1983-09-08
hundlto01,1969,5,27,USA,VA,Martinsville,NA,NA,NA,NA,NA,NA,Todd,Hundley,Todd Randolph,170,71,B,R,1990-05-18,2003-09-27,hundt001,hundlto01,NA,1969-05-27
huntebr01,1968,3,4,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Brian,Hunter,Brian Raynold,195,72,R,L,1991-05-31,2000-10-01,huntb001,huntebr01,NA,1968-03-04
huntebr02,1971,3,5,USA,OR,Portland,NA,NA,NA,NA,NA,NA,Brian,Hunter,Brian Lee,180,76,R,R,1994-06-27,2003-07-24,huntb002,huntebr02,NA,1971-03-05
huntece01,1988,3,10,USA,GA,Decatur,NA,NA,NA,NA,NA,NA,Cedric,Hunter,Cedric Scott,200,71,L,L,2011-03-31,2016-04-17,huntc001,huntece01,NA,1988-03-10
hunteto01,1975,7,18,USA,AR,Pine Bluff,NA,NA,NA,NA,NA,NA,Torii,Hunter,Torii Kedar,220,74,R,R,1997-08-22,2015-10-03,huntt001,hunteto01,NA,1975-07-18
hunteto02,1986,7,3,USA,IN,Indianapolis,NA,NA,NA,NA,NA,NA,Tommy,Hunter,Raymond Thomas,250,75,R,R,2008-08-01,2018-09-30,huntt002,hunteto02,NA,1986-07-03
hurleer01,1985,9,17,USA,MO,Sikeston,NA,NA,NA,NA,NA,NA,Eric,Hurley,Eric William,195,76,R,R,2008-06-12,2008-07-27,hurle001,hurleer01,NA,1985-09-17
hurshja01,1991,10,2,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,Jason,Hursh,Jason Brewster,210,74,R,R,2016-08-13,2017-08-03,hursj004,hurshja01,NA,1991-10-02
huskebu01,1971,11,10,USA,OK,Anadarko,NA,NA,NA,NA,NA,NA,Butch,Huskey,Robert Leon,244,75,R,R,1993-09-08,2000-10-01,huskb001,huskebu01,NA,1971-11-10
husonje01,1964,8,15,USA,AZ,Scottsdale,NA,NA,NA,NA,NA,NA,Jeff,Huson,Jeffrey Kent,180,75,L,R,1988-09-02,2000-10-01,husoj001,husonje01,NA,1964-08-15
hutchch01,1977,2,21,USA,CO,Boulder,NA,NA,NA,NA,NA,NA,Chad,Hutchinson,Chad Martin,230,77,R,R,2001-04-04,2001-04-17,hutcc001,hutchch01,NA,1977-02-21
hutchdr01,1990,8,22,USA,FL,Lakeland,NA,NA,NA,NA,NA,NA,Drew,Hutchison,Andrew Scott,205,75,L,R,2012-04-21,2018-08-31,hutcd001,hutchdr01,NA,1990-08-22
hwangja01,1987,7,28,South Korea,Seoul,Seoul,NA,NA,NA,NA,NA,NA,Jae-gyun,Hwang,Jae-gyun,215,72,R,R,2017-06-28,2017-08-01,hwanj001,hwangja01,NA,1987-07-28
hynesco01,1985,6,28,USA,OK,Oklahoma City,NA,NA,NA,NA,NA,NA,Colt,Hynes,Joshua Colt,200,71,L,L,2013-07-14,2015-04-18,hynec001,hynesco01,NA,1985-06-28
hyzduad01,1971,12,6,USA,CA,San Jose,NA,NA,NA,NA,NA,NA,Adam,Hyzdu,Adam Davis,210,74,R,R,2000-09-08,2006-04-26,hyzda001,hyzduad01,NA,1971-12-06
iannech01,1983,4,8,USA,RI,Providence,NA,NA,NA,NA,NA,NA,Chris,Iannetta,Christopher Domenic,230,72,R,R,2006-08-27,2018-10-01,iannc001,iannech01,NA,1983-04-08
ibanera01,1972,6,2,USA,NY,New York,NA,NA,NA,NA,NA,NA,Raul,Ibanez,Raul Javier,225,74,L,R,1996-08-01,2014-09-28,ibanr001,ibanera01,NA,1972-06-02
ibarred01,1989,5,31,Venezuela,Carabobo,Valencia,NA,NA,NA,NA,NA,NA,Edgar,Ibarra,Edgar Alexander,190,72,L,L,2015-06-02,2015-06-05,ibare001,ibarred01,NA,1989-05-31
igarary01,1979,5,28,Japan,Chiba,Chiba,NA,NA,NA,NA,NA,NA,Ryota,Igarashi,Ryota,200,71,R,R,2010-04-08,2012-08-12,igarr001,igarary01,NA,1979-05-28
igawake01,1979,7,13,Japan,Ibaraki,Oarai,NA,NA,NA,NA,NA,NA,Kei,Igawa,Kei,210,73,L,L,2007-04-07,2008-06-27,igawk001,igawake01,NA,1979-07-13
iglesjo01,1990,1,5,Cuba,La Habana,La Habana,NA,NA,NA,NA,NA,NA,Jose,Iglesias,Jose Antonio,194,71,R,R,2011-05-08,2018-08-29,iglej001,iglesjo01,NA,1990-01-05
iglesra01,1990,1,4,Cuba,NA,Isla de la Juventud,NA,NA,NA,NA,NA,NA,Raisel,Iglesias,Raisel,188,74,R,R,2015-04-12,2018-09-30,igler001,iglesra01,NA,1990-01-04
iguchta01,1974,12,4,Japan,Tokyo,Tanashi,NA,NA,NA,NA,NA,NA,Tadahito,Iguchi,Tadahito,185,70,R,R,2005-04-04,2008-09-28,iguct001,iguchta01,NA,1974-12-04
inciaen01,1990,10,29,Venezuela,Zulia,Maracaibo,NA,NA,NA,NA,NA,NA,Ender,Inciarte,Ender David,190,71,L,L,2014-05-02,2018-09-30,incie001,inciaen01,NA,1990-10-29
infangr01,1987,7,10,Venezuela,Distrito Federal,Caracas,NA,NA,NA,NA,NA,NA,Greg,Infante,Gregory Alexander,200,73,R,R,2010-09-07,2018-04-27,infag001,infangr01,NA,1987-07-10
